,IDs,Age,Annual_Income,Investment_Amount,Risk_Tolerance_Score,Months_of_Investing_Experience,Number_of_Active_Investments,Potential_Return_Rate,Investment_Duration,Investment_to_Income_Ratio,Education,Employment_Status,Marital_Status,Owns_Property,Has_Dependents,Investment_Sector,Has_Investment_Advisor
21908,22621,34.0,86684.0,153308.0,564,41,2.0,14.37,24,0.15,2,2,1,1,0,4,0,
21909,22622,47.0,133228.0,84173.0,394,8,4.0,12.2,48,0.21,4,2,2,0,0,4,1,
21910,22623,22.0,121160.0,110750.0,621,52,2.0,15.45,60,0.48,2,3,2,1,0,3,1,
21911,22624,21.0,92946.0,201521.0,448,78,4.0,11.64,60,0.69,3,4,1,1,0,1,1,
21912,22625,23.0,80129.8897460505,242149.0,791,99,4.0,6.53,48,0.12,3,1,3,0,1,4,1,
21913,22626,55.0,41543.0,81488.0,1084,77,3.0,3.97,60,0.36,1,2,2,0,1,1,1,
21914,22627,28.0,80129.8897460505,61306.0,680,5,1.0,15.32,24,0.45,1,1,1,1,1,3,1,
21915,22628,55.0,65700.0,243517.0,593,102,2.0,14.0743642237595,48,0.2,4,4,1,0,1,1,1,
21916,22629,48.0,76193.0,103684.0,680,43,3.0,13.29,36,0.53,1,2,3,1,1,2,1,
21917,22630,51.0,80129.8897460505,131814.590994711,564,56,2.0,13.54,12,0.87,4,3,1,0,0,1,0,
21918,22631,44.3232547279944,148179.0,126798.0,592,100,2.0,10.39,12,0.41,4,1,2,0,0,2,0,
21919,22632,44.3232547279944,32096.0,216340.0,520,52,3.0,8.73,48,0.53,1,2,3,1,1,1,1,
21920,22633,19.0,122102.0,217651.0,398,104,3.0,8.08,60,0.38,2,3,1,0,1,2,0,
21921,22634,44.3232547279944,134340.0,18430.0,344,86,4.0,11.38,48,0.77,3,1,1,1,1,5,1,
21922,22635,55.0,31006.0,57057.0,488,115,2.0,14.86,48,0.84,4,2,3,1,1,3,1,
21923,22636,39.0,146548.0,203293.0,305,82,1.0,23.53,24,0.31,2,2,1,1,0,1,0,
21924,22637,66.0,90045.0,223944.0,457,89,1.0,22.01,36,0.78,4,1,2,1,0,5,0,
21925,22638,43.0,138784.0,178893.0,347,4,4.0,24.84,36,0.16,1,1,3,1,0,1,1,
21926,22639,18.0,17698.0,30478.0,708,19,3.0,5.2,60,0.65,2,2,1,1,0,2,0,
21927,22640,22.0,135081.0,46083.0,336,9,4.0,4.86,48,0.76,1,3,3,1,0,4,0,
21928,22641,48.0,30320.0,210550.0,621,8,4.0,13.36,36,0.62,2,1,1,0,0,4,0,
21929,22642,60.0,49878.0,240655.0,762,37,2.0,14.0743642237595,36,0.76,1,4,2,1,1,5,0,
21930,22643,40.0,135521.0,96382.0,431,67,3.0,12.22,12,0.16,2,1,2,1,0,5,1,
21931,22644,44.0,137494.0,162536.0,485,42,4.0,13.61,48,0.66,2,2,1,0,0,1,1,
21932,22645,47.0,120516.0,80651.0,626,3,3.0,15.33,48,0.74,4,3,2,0,0,2,1,
21933,22646,60.0,49936.0,155214.0,635,61,3.0,22.63,48,0.35,2,3,3,0,1,5,1,
21934,22647,56.0,35037.0,214017.0,728,11,4.0,15.62,60,0.77,3,1,1,0,1,4,1,
21935,22648,44.3232547279944,130685.0,149722.0,585,41,3.0,19.27,60,0.7,1,1,1,0,1,5,1,
21936,22649,30.0,49766.0,239392.0,751,25,3.0,17.8,48,0.51,1,4,1,0,1,1,0,
21937,22650,25.0,80129.8897460505,143176.0,1025,104,4.0,7.35,12,0.33,3,2,1,0,1,4,0,
21938,22651,21.0,48853.0,136834.0,375,94,2.0,19.08,24,0.63,3,3,1,1,1,1,1,
21939,22652,44.3232547279944,101934.0,9958.0,1071,90,1.0,22.08,60,0.22,4,4,1,0,0,1,1,
21940,22653,59.0,99603.0,174021.0,609,106,3.0,14.55,60,0.38,3,3,2,1,1,2,1,
21941,22654,20.0,97100.0,153610.0,546,20,2.0,4.39,48,0.11,4,4,2,1,0,3,1,
21942,22656,31.0,101785.0,217595.0,817,33,1.0,24.79,36,0.36,4,2,1,0,0,3,0,
21943,22657,44.3232547279944,96073.0,39467.0,576,3,1.0,2.27,24,0.73,1,4,3,0,0,4,1,
21944,22658,23.0,111083.0,131814.590994711,800,57,4.0,23.3,60,0.56,3,2,2,0,0,5,0,
21945,22659,26.0,60791.0,56052.0,519,20,3.0,13.46,24,0.82,2,1,2,0,1,5,1,
21946,22660,43.0,80129.8897460505,183975.0,486,5,1.0,4.02,24,0.8,1,4,3,1,1,2,1,
21947,22661,44.3232547279944,117757.0,199334.0,747,99,3.0,17.5,24,0.36,4,4,2,0,1,2,0,
21948,22662,44.3232547279944,18637.0,156236.0,392,70,1.0,11.81,48,0.65,3,4,1,0,1,4,1,
21949,22663,43.0,28365.0,79617.0,472,4,4.0,20.61,12,0.43,3,3,1,0,0,4,1,
21950,22664,20.0,58970.0,131814.590994711,700,91,2.0,11.9,24,0.81,3,4,2,0,1,2,0,
21951,22665,62.0,122940.0,105931.0,739,21,2.0,10.88,24,0.56,3,3,1,1,1,3,1,
21952,22666,26.0,104568.0,245164.0,530,20,3.0,3.47,24,0.83,2,1,3,1,1,5,0,
21953,22667,64.0,140998.0,51260.0,799,19,3.0,24.43,60,0.43,4,1,3,0,1,4,0,
21954,22668,44.3232547279944,17512.0,203355.0,681,103,2.0,22.76,48,0.82,1,2,1,0,0,3,0,
21955,22669,52.0,20818.0,129827.0,537,63,3.0,6.71,24,0.53,1,4,3,0,0,3,0,
21956,22670,59.0,80129.8897460505,247911.0,837,89,3.0,3.64,24,0.76,1,3,3,1,0,3,1,
21957,22671,44.0,80129.8897460505,163668.0,390,29,2.0,10.43,24,0.89,3,3,3,0,1,5,0,
21958,22672,47.0,71773.0,201849.0,790,90,3.0,8.43,60,0.21,1,3,2,0,0,4,0,
21959,22673,24.0,91208.0,131814.590994711,655,9,2.52142419914303,5.47,36,0.33,2,2,3,0,0,3,1,
21960,22674,43.0,110988.0,204685.0,846,21,3.0,4.61,60,0.15,3,4,3,1,0,1,0,
21961,22675,59.0,29642.0,24724.0,745,53,1.0,24.42,48,0.44,4,2,2,1,0,4,0,
21962,22676,34.0,68859.0,47770.0,523,84,1.0,23.08,60,0.48,2,2,1,1,1,3,1,
21963,22677,53.0,48308.0,131814.590994711,829,103,4.0,9.9,36,0.32,3,1,1,1,1,3,1,
21964,22678,43.0,147116.0,69004.0,521,69,1.0,11.56,48,0.88,4,1,1,0,0,5,1,
21965,22679,44.3232547279944,140578.0,216948.0,534,86,1.0,22.38,60,0.43,1,1,3,0,1,2,0,
21966,22680,57.0,130186.0,219184.0,829,111,2.0,24.57,36,0.72,4,2,2,0,1,2,0,
21967,22681,39.0,26296.0,159406.0,1049,89,3.0,3.19,48,0.61,2,1,1,1,0,3,1,
21968,22682,47.0,114321.0,86954.0,319,97,2.0,13.34,60,0.65,4,3,2,1,0,3,0,
21969,22683,40.0,23219.0,246460.0,1054,35,1.0,13.69,12,0.52,2,5,2,0,1,3,0,
21970,22684,33.0,143899.0,72959.0,761,36,3.0,14.0743642237595,24,0.45,4,2,3,0,0,5,0,
21971,22685,46.0,70162.0,196817.0,683,51,2.0,22.2,48,0.46,1,3,3,1,0,4,0,
21972,22686,21.0,16950.0,131155.0,351,108,2.0,19.85,36,0.13,4,4,2,0,1,1,1,
21973,22687,43.0,59657.0,167642.0,782,5,3.0,17.35,36,0.5,2,4,2,0,1,3,0,
21974,22688,56.0,61368.0,171267.0,324,24,2.0,14.0743642237595,12,0.5,4,1,3,1,1,2,1,
21975,22689,37.0,108120.0,122119.0,826,76,4.0,4.04,36,0.45,4,3,1,1,1,2,0,
21976,22690,22.0,80129.8897460505,200183.0,318,101,1.0,15.84,48,0.72,4,4,1,1,0,3,0,
21977,22691,33.0,17842.0,243660.0,610,57,1.0,15.23,36,0.64,4,4,3,0,1,4,0,
21978,22692,44.3232547279944,63908.0,171554.0,303,25,2.0,21.47,24,0.17,1,1,1,1,0,2,0,
21979,22693,39.0,122418.0,133639.0,566,87,1.0,24.4,24,0.57,2,3,1,0,1,1,0,
21980,22694,60.0,44041.0,141209.0,767,4,3.0,7.45,48,0.8,4,3,2,1,0,5,0,
21981,22695,57.0,118959.0,88013.0,846,72,4.0,16.18,48,0.61,2,1,3,1,1,3,1,
21982,22696,42.0,112342.0,244291.0,457,90,1.0,2.91,12,0.22,1,2,2,0,0,3,0,
21983,22697,44.3232547279944,64577.0,10239.0,432,5,3.0,5.89,60,0.57,3,4,1,0,0,1,0,
21984,22698,34.0,16465.0,227735.0,361,82,2.0,12.78,60,0.39,2,4,3,0,1,1,0,
21985,22699,44.3232547279944,139513.0,222305.0,584,113,3.0,17.36,36,0.48,4,2,1,1,0,2,1,
21986,22700,61.0,149699.0,118762.0,1073,57,1.0,2.43,12,0.61,4,4,1,1,0,3,1,
21987,22701,59.0,59068.0,131814.590994711,381,95,4.0,7.17,24,0.44,3,1,1,0,0,2,0,
21988,22702,29.0,105194.0,9290.0,447,46,4.0,16.96,24,0.23,1,2,3,0,1,4,0,
21989,22703,35.0,80129.8897460505,52440.0,347,23,1.0,13.92,48,0.43,4,4,3,0,0,1,1,
21990,22704,64.0,114078.0,73830.0,445,4,1.0,9.61,12,0.49,4,1,1,0,0,1,0,
21991,22705,31.0,75385.0,91597.0,1010,100,4.0,4.86,24,0.58,2,1,2,1,1,3,1,
21992,22706,26.0,85508.0,149475.0,815,113,2.52142419914303,15.84,24,0.53,3,4,1,0,1,3,0,
21993,22707,65.0,64530.0,206877.0,420,109,1.0,24.24,60,0.79,3,4,1,0,1,5,1,
21994,22708,28.0,80129.8897460505,229793.0,597,102,4.0,22.9,36,0.16,4,1,3,1,0,1,0,
21995,22709,29.0,92888.0,106671.0,401,74,1.0,21.77,36,0.23,3,1,1,3,0,5,1,
21996,22710,28.0,21539.0,227034.0,398,30,2.0,11.52,24,0.72,1,1,3,0,1,1,1,
21997,22711,33.0,100865.0,131814.590994711,600,67,1.0,15.65,48,0.19,2,4,3,1,1,3,1,
21998,22712,42.0,71611.0,31938.0,663,91,2.0,22.2,60,0.3,1,1,2,0,0,4,1,
21999,22713,53.0,73449.0,104504.0,704,9,3.0,13.96,60,0.32,4,2,3,1,0,5,1,
22000,22714,44.3232547279944,85448.0,59213.0,1017,114,2.0,21.89,48,0.55,4,1,1,1,1,3,1,
22001,22715,24.0,126749.0,231802.0,564,70,3.0,19.36,60,0.89,2,2,2,1,0,3,1,
22002,22716,62.0,147699.0,77188.0,833,48,2.0,22.05,48,0.59,3,2,1,0,0,5,0,
22003,22717,55.0,75315.0,79696.0,776,68,4.0,13.18,48,0.76,3,2,1,0,1,3,1,
22004,22718,61.0,88566.0,188077.0,730,111,4.0,14.6,24,0.45,3,3,3,1,0,4,1,
22005,22719,31.0,54060.0,115114.0,542,57,2.0,21.7,60,0.8,2,1,1,1,1,1,0,
22006,22720,23.0,22042.0,112758.0,491,104,4.0,17.92,36,0.39,1,3,2,0,0,1,1,
22007,22721,36.0,80129.8897460505,67591.0,782,90,4.0,8.94,12,0.83,1,5,3,0,1,4,1,
22008,22722,44.3232547279944,80129.8897460505,116908.0,406,3,1.0,22.69,24,0.37,2,3,1,0,0,2,1,
22009,22723,21.0,58026.0,16682.0,587,4,3.0,14.8,48,0.47,3,1,1,0,0,5,1,
22010,22724,44.3232547279944,73457.0,224850.0,521,83,2.0,6.38,36,0.68,1,4,2,0,0,3,1,
22011,22725,44.3232547279944,56151.0,182137.0,478,65,1.0,23.99,60,0.4,2,1,1,1,1,1,1,
22012,22726,44.3232547279944,65285.0,17984.0,684,34,1.0,5.69,12,0.42,4,1,1,0,0,2,0,
22013,22727,44.3232547279944,55756.0,131814.590994711,351,8,2.0,2.13,36,0.45,1,4,1,1,1,2,0,
22014,22728,44.3232547279944,148349.0,78936.0,400,68,2.0,20.97,24,0.71,4,3,1,1,0,3,0,
22015,22729,50.0,137748.0,17949.0,456,44,4.0,8.74,60,0.52,3,3,2,1,0,2,1,
22016,22730,57.0,57162.0,173273.0,460,14,3.0,21.01,60,0.59,3,1,1,1,0,4,1,
22017,22731,28.0,49021.0,45185.0,328,93,4.0,21.72,36,0.7,3,3,3,2,1,3,1,
22018,22732,44.3232547279944,100061.0,198625.0,379,105,1.0,8.05,48,0.12,2,3,3,0,1,2,0,
22019,22733,30.0,66827.0,108399.0,654,83,3.0,2.49,24,0.51,1,2,1,1,1,3,0,
22020,22734,54.0,15688.0,236995.0,1058,85,2.0,3.03,36,0.47,2,1,2,1,1,3,0,
22021,22735,52.0,15329.0,69444.0,304,45,1.0,10.85,24,0.46,3,4,3,1,1,4,0,
22022,22736,66.0,60548.0,131814.590994711,409,79,3.0,8.18,36,0.87,1,2,3,0,1,5,0,
22023,22737,37.0,19148.0,83607.0,331,119,2.0,3.92,60,0.8,1,4,1,1,1,4,1,
22024,22738,44.3232547279944,80129.8897460505,12748.0,556,87,3.0,17.67,24,0.14,4,3,2,0,0,4,0,
22025,22739,26.0,116088.0,183130.0,429,44,2.0,6.62,12,0.52,4,4,1,0,1,4,1,
22026,22741,35.0,114536.0,139248.0,301,34,4.0,15.92,36,0.12,4,3,1,1,1,2,1,
22027,22742,30.0,50943.0,167772.0,522,62,1.0,20.66,48,0.79,2,2,1,0,0,1,0,
22028,22743,62.0,118759.0,161175.0,690,24,3.0,9.87,48,0.61,3,4,2,0,1,1,1,
22029,22744,62.0,33754.0,151526.0,797,102,3.0,23.79,12,0.45,4,2,3,1,0,2,1,
22030,22745,44.3232547279944,59100.0,78756.0,608,27,3.0,15.81,48,0.51,3,4,1,0,0,3,0,
22031,22746,56.0,70359.0,64249.0,844,22,3.0,24.56,24,0.74,1,1,3,0,1,2,0,
22032,22747,30.0,41108.0,143040.0,552,10,1.0,22.57,48,0.33,2,2,3,1,1,1,1,
22033,22748,56.0,42790.0,150522.0,1043,8,3.0,7.73,24,0.58,2,2,2,1,0,5,0,
22034,22749,27.0,44004.0,209494.0,413,99,2.0,7.1,12,0.2,2,4,2,0,0,1,0,
22035,22750,44.3232547279944,49823.0,46063.0,702,36,3.0,15.25,24,0.2,2,4,2,0,1,2,0,
22036,22751,44.0,102590.0,188539.0,427,14,2.0,17.38,36,0.29,2,4,1,1,1,4,1,
22037,22752,47.0,142702.0,246649.0,783,92,1.0,8.29,12,0.39,2,2,1,1,0,3,0,
22038,22753,41.0,35739.0,131814.590994711,565,10,4.0,21.4,24,0.13,1,2,3,0,1,2,1,
22039,22754,67.0,69470.0,246730.0,507,30,4.0,8.55,48,0.7,1,2,3,0,1,4,0,
22040,22755,59.0,29791.0,130237.0,575,40,3.0,16.6,48,0.79,4,3,2,1,0,4,1,
22041,22756,26.0,91864.0,132393.0,693,24,2.0,18.5,60,0.38,4,3,3,0,1,4,0,
22042,22757,49.0,110057.0,195831.0,656,18,1.0,24.71,12,0.16,2,3,1,1,1,4,1,
22043,22758,23.0,20693.0,162298.0,378,0,1.0,17.36,60,0.71,4,3,1,0,1,2,0,
22044,22759,68.0,80129.8897460505,128857.0,509,40,2.0,14.0743642237595,24,0.9,1,1,1,1,0,3,1,
22045,22760,23.0,138473.0,248710.0,614,25,3.0,11.05,24,0.64,3,4,1,1,0,5,1,
22046,22761,27.0,96631.0,131814.590994711,765,38,2.0,4.31,24,0.14,3,3,1,0,0,4,0,
22047,22762,22.0,122085.0,131814.590994711,816,81,1.0,11.87,12,0.14,4,4,3,0,0,4,1,
22048,22763,22.0,80129.8897460505,14405.0,532,118,3.0,15.67,24,0.71,4,1,3,1,0,2,1,
22049,22764,48.0,71157.0,27638.0,472,72,4.0,4.79,60,0.54,2,2,1,1,1,2,0,
22050,22765,47.0,87676.0,128675.0,711,43,2.0,4.07,12,0.76,4,2,2,0,1,3,1,
22051,22766,20.0,93176.0,126347.0,376,83,4.0,21.77,12,0.29,1,1,1,0,1,5,0,
22052,22767,58.0,18632.0,32887.0,838,61,1.0,8.62,60,0.57,4,1,1,1,0,5,1,
22053,22768,24.0,78131.0,247230.0,663,103,1.0,3.26,36,0.66,2,2,1,1,0,1,1,
22054,22769,37.0,24236.0,155921.0,594,80,3.0,10.17,60,0.33,3,2,2,1,1,2,1,
22055,22770,67.0,75932.0,58901.0,848,84,1.0,13.91,36,0.48,3,3,2,0,0,5,0,
22056,22771,45.0,142694.0,123873.0,344,74,4.0,8.88,48,0.74,3,4,1,0,0,1,0,
22057,22772,68.0,116159.0,68358.0,386,22,4.0,9.13,60,0.28,2,2,2,0,1,1,1,
22058,22773,19.0,48584.0,41958.0,344,64,4.0,3.41,48,0.8,4,1,3,0,0,3,0,
22059,22774,51.0,108593.0,164081.0,813,76,4.0,10.53,60,0.79,4,2,3,0,1,4,0,
22060,22775,27.0,123864.0,74281.0,306,14,3.0,13.73,48,0.82,4,4,1,1,1,3,1,
22061,22776,60.0,82507.0,63244.0,612,21,3.0,21.0,48,0.5,3,3,1,0,0,5,0,
22062,22777,60.0,56141.0,48114.0,802,60,2.0,21.21,12,0.53,3,3,1,1,1,1,1,
22063,22778,42.0,119618.0,82913.0,333,11,2.0,14.83,12,0.24,3,1,2,1,0,1,0,
22064,22779,55.0,117415.0,88259.0,1034,62,3.0,4.05,36,0.83,3,1,1,0,0,2,1,
22065,22780,67.0,63183.0,189914.0,1097,99,2.0,8.09,48,0.61,4,4,3,0,1,3,1,
22066,22781,65.0,30225.0,242993.0,400,82,4.0,5.97,60,0.32,4,3,1,0,0,4,1,
22067,22782,44.3232547279944,122535.0,176889.0,704,37,1.0,24.44,24,0.54,1,2,1,0,0,1,0,
22068,22783,34.0,72660.0,124952.0,576,3,2.52142419914303,22.29,12,0.86,3,4,1,1,0,4,1,
22069,22784,29.0,80129.8897460505,131814.590994711,843,76,2.0,6.72,48,0.38,1,4,2,0,0,1,0,
22070,22785,46.0,117945.0,136338.0,344,109,2.0,9.07,24,0.16,1,4,1,0,0,2,1,
22071,22787,28.0,44335.0,159063.0,488,68,2.0,5.38,48,0.73,1,1,1,1,1,3,0,
22072,22788,69.0,41728.0,131814.590994711,1062,45,4.0,10.93,48,0.89,3,1,2,1,0,4,1,
22073,22789,20.0,34763.0,30686.0,374,59,1.0,10.36,48,0.55,4,4,2,0,1,2,0,
22074,22790,44.3232547279944,65694.0,209461.0,374,44,3.0,18.08,48,0.82,1,1,2,1,1,1,1,
22075,22791,47.0,59641.0,32012.0,710,10,4.0,24.35,36,0.75,2,4,3,0,0,3,0,
22076,22792,51.0,39708.0,150080.0,763,19,1.0,13.42,24,0.62,4,4,2,1,0,5,0,
22077,22793,38.0,107563.0,180724.0,581,27,2.0,13.83,36,0.72,3,2,3,0,0,2,1,
22078,22794,41.0,114621.0,162866.0,303,27,3.0,2.11,36,0.35,1,2,3,0,0,2,0,
22079,22796,29.0,35579.0,182069.0,463,18,4.0,12.95,12,0.16,2,4,1,0,1,1,1,
22080,22797,67.0,93508.0,131814.590994711,710,91,2.0,7.57,12,0.25,1,2,1,1,0,4,1,
22081,22798,24.0,30750.0,102902.0,847,77,4.0,17.71,60,0.62,3,1,1,1,1,1,1,
22082,22799,57.0,108080.0,141561.0,547,117,1.0,19.4,60,0.35,4,4,2,0,0,3,1,
22083,22800,49.0,79575.0,134706.0,422,83,1.0,14.9,24,0.34,1,4,1,0,1,3,1,
22084,22801,55.0,47252.0,243851.0,623,85,1.0,7.27,36,0.25,3,2,1,0,0,1,0,
22085,22802,39.0,42011.0,161757.0,390,19,3.0,23.75,36,0.23,4,1,1,1,1,1,1,
22086,22803,61.0,63663.0,43151.0,543,86,2.0,4.63,24,0.3,3,4,2,1,1,5,1,
22087,22805,39.0,148980.0,50181.0,530,101,1.0,17.72,12,0.36,2,2,2,0,1,3,1,
22088,22806,62.0,80129.8897460505,78910.0,789,39,4.0,16.49,36,0.69,2,4,2,0,1,5,1,
22089,22807,44.3232547279944,52075.0,213607.0,316,8,1.0,23.11,36,0.36,1,4,1,0,0,4,1,
22090,22808,44.3232547279944,57587.0,157071.0,706,85,1.0,14.39,60,0.13,2,3,2,1,0,5,1,
22091,22809,35.0,27531.0,178091.0,413,92,4.0,2.7,24,0.7,2,1,1,1,1,4,1,
22092,22810,44.3232547279944,49101.0,123088.0,834,118,1.0,9.94,12,0.64,2,2,3,0,1,1,0,
22093,22811,18.0,26107.0,150139.0,846,102,4.0,4.56,36,0.7,4,1,2,1,0,5,1,
22094,22812,34.0,87136.0,99687.0,760,48,1.0,19.5,60,0.29,4,4,3,1,0,2,0,
22095,22813,50.0,49823.0,201011.0,398,40,2.0,14.89,12,0.66,2,3,2,1,1,4,0,
22096,22814,46.0,35437.0,131814.590994711,328,8,3.0,15.95,12,0.13,2,3,2,1,1,1,0,
22097,22815,19.0,127943.0,36939.0,521,116,1.0,19.4,24,0.87,3,2,2,1,1,2,1,
22098,22817,44.3232547279944,72349.0,116279.0,670,26,2.0,17.94,24,0.63,4,3,1,1,0,4,1,
22099,22818,39.0,106531.0,224952.0,334,108,2.0,18.28,36,0.44,2,1,1,0,0,1,1,
22100,22819,18.0,45157.0,181657.0,663,81,2.0,22.15,60,0.9,3,4,2,1,1,2,1,
22101,22820,59.0,83417.0,154472.0,453,31,2.0,14.84,24,0.17,3,1,1,1,0,4,1,
22102,22821,34.0,83797.0,37652.0,457,87,4.0,10.91,48,0.58,3,1,1,1,1,1,1,
22103,22822,34.0,98241.0,77376.0,623,7,3.0,7.82,36,0.68,4,3,3,3,1,1,0,
22104,22823,65.0,137040.0,235258.0,813,49,1.0,15.13,12,0.41,4,4,2,1,1,3,1,
22105,22824,18.0,103651.0,236470.0,436,45,4.0,3.05,48,0.89,3,3,2,0,1,1,0,
22106,22825,43.0,115054.0,181112.0,611,42,1.0,10.86,36,0.33,2,3,3,1,0,4,0,
22107,22826,28.0,58448.0,33689.0,758,75,3.0,13.18,24,0.3,4,4,1,1,0,3,1,
22108,22827,51.0,92135.0,93336.0,775,111,4.0,15.52,36,0.5,3,3,3,1,0,5,1,
22109,22828,38.0,77512.0,210746.0,389,107,2.0,16.55,48,0.22,2,2,1,1,1,1,1,
22110,22829,38.0,24585.0,37190.0,745,35,3.0,21.41,24,0.45,4,2,1,0,0,1,0,
22111,22830,44.3232547279944,112296.0,47442.0,492,94,1.0,21.58,12,0.21,3,1,3,0,0,4,0,
22112,22831,38.0,19912.0,229631.0,1072,68,1.0,3.81,60,0.25,4,1,1,0,1,3,1,
22113,22832,49.0,88245.0,181290.0,751,69,4.0,9.44,60,0.86,3,3,3,0,0,4,1,
22114,22833,67.0,107168.0,162364.0,806,54,3.0,7.56,48,0.62,1,1,2,0,1,4,0,
22115,22834,54.0,95909.0,92548.0,714,86,4.0,2.67,48,0.13,4,1,2,1,1,5,0,
22116,22835,45.0,147162.0,65007.0,635,87,2.0,18.0,24,0.32,4,4,1,0,0,2,0,
22117,22836,64.0,101029.0,152271.0,407,109,3.0,15.18,60,0.88,3,4,2,1,1,3,0,
22118,22837,32.0,144923.0,172521.0,671,8,4.0,23.93,48,0.72,2,3,1,0,1,5,1,
22119,22838,24.0,120128.0,185630.0,504,41,1.0,17.19,60,0.58,4,3,1,0,0,2,1,
22120,22839,45.0,131913.0,224214.0,698,51,2.0,16.06,48,0.48,4,2,1,0,0,3,0,
22121,22840,34.0,56202.0,131814.590994711,616,94,3.0,22.97,24,0.34,2,3,1,1,0,4,0,
22122,22841,41.0,80129.8897460505,215307.0,760,7,2.0,21.75,60,0.54,2,1,1,0,1,1,0,
22123,22842,44.3232547279944,25990.0,97793.0,672,15,1.0,20.46,48,0.89,2,3,3,1,0,4,1,
22124,22843,44.3232547279944,53329.0,77713.0,764,59,2.0,5.43,36,0.47,2,1,2,1,0,3,1,
22125,22844,69.0,69197.0,96198.0,626,69,2.0,17.52,36,0.32,3,3,1,0,1,5,0,
22126,22845,50.0,42214.0,238872.0,364,16,2.0,6.49,36,0.53,1,4,2,0,1,3,1,
22127,22846,44.3232547279944,44864.0,180120.0,755,116,1.0,22.86,60,0.73,1,2,3,1,0,4,0,
22128,22847,32.0,80129.8897460505,80243.0,478,27,2.0,17.54,60,0.89,4,3,1,1,1,4,0,
22129,22848,27.0,80129.8897460505,87409.0,349,96,1.0,3.28,12,0.62,2,1,1,0,0,4,1,
22130,22849,49.0,87333.0,87594.0,669,58,4.0,19.74,48,0.74,4,2,2,0,1,3,0,
22131,22850,48.0,92693.0,75650.0,483,36,4.0,3.59,48,0.49,1,4,3,0,1,3,1,
22132,22851,62.0,58850.0,117584.0,604,78,3.0,20.75,36,0.73,3,2,3,1,1,4,1,
22133,22852,39.0,39664.0,29592.0,476,13,3.0,13.67,48,0.61,3,4,1,1,1,1,0,
22134,22854,21.0,39976.0,106344.0,546,59,2.0,7.55,12,0.78,1,3,2,0,0,2,1,
22135,22855,42.0,22934.0,200418.0,700,46,4.0,5.72,12,0.17,1,2,1,1,1,4,1,
22136,22856,35.0,75696.0,147754.0,723,47,2.0,11.31,24,0.88,3,2,3,1,0,5,1,
22137,22857,41.0,80129.8897460505,77641.0,666,94,4.0,23.09,48,0.68,3,1,3,0,1,4,1,
22138,22858,27.0,80129.8897460505,120481.0,362,89,4.0,7.05,60,0.27,2,3,1,1,1,5,0,
22139,22859,28.0,118017.0,101992.0,534,55,3.0,23.26,60,0.6,4,1,3,1,1,4,0,
22140,22860,49.0,25377.0,111482.0,1094,68,1.0,10.27,48,0.65,2,4,3,1,1,2,1,
22141,22861,48.0,118363.0,67592.0,772,24,4.0,16.07,24,0.9,4,4,1,0,1,4,0,
22142,22862,67.0,133502.0,75475.0,692,115,4.0,14.0743642237595,24,0.52,4,1,3,1,1,3,0,
22143,22863,42.0,80129.8897460505,180397.0,520,6,4.0,22.66,48,0.12,4,2,1,0,1,5,1,
22144,22864,51.0,39091.0,90117.0,815,7,3.0,14.53,12,0.46,4,2,3,0,1,1,1,
22145,22865,39.0,123633.0,131814.590994711,831,73,1.0,14.0743642237595,60,0.3,4,1,2,0,0,4,0,
22146,22866,28.0,61120.0,131814.590994711,733,39,4.0,14.24,36,0.23,3,3,2,0,0,1,0,
22147,22867,25.0,36468.0,188616.0,632,42,4.0,10.48,48,0.36,3,4,1,0,1,2,0,
22148,22868,34.0,148002.0,241367.0,309,106,3.0,7.41,36,0.57,3,1,1,1,0,4,0,
22149,22869,44.3232547279944,107881.0,29599.0,408,75,3.0,2.73,12,0.66,3,2,2,1,0,5,0,
22150,22870,44.3232547279944,31138.0,84889.0,487,113,3.0,13.48,36,0.2,3,4,3,1,1,5,0,
22151,22871,34.0,81677.0,21286.0,793,36,1.0,24.06,60,0.66,3,4,2,0,3,4,0,
22152,22872,44.3232547279944,49273.0,15511.0,612,64,2.0,14.0743642237595,48,0.77,4,1,3,0,1,2,1,
22153,22873,34.0,80129.8897460505,146700.0,345,0,1.0,22.57,24,0.29,4,3,2,1,0,5,0,
22154,22874,48.0,80129.8897460505,190577.0,476,65,3.0,3.63,36,0.69,2,1,3,0,0,2,0,
22155,22875,51.0,55351.0,16116.0,423,113,3.0,16.49,48,0.8,3,1,1,0,1,2,0,
22156,22876,26.0,76405.0,100146.0,480,16,4.0,21.76,60,0.36,3,3,3,0,1,3,1,
22157,22877,33.0,80129.8897460505,114359.0,481,80,1.0,24.62,48,0.51,3,2,1,1,0,5,1,
22158,22878,44.3232547279944,98787.0,81531.0,348,69,4.0,16.83,24,0.69,3,4,3,0,1,1,1,
22159,22879,44.3232547279944,80129.8897460505,176308.0,815,89,4.0,20.57,48,0.66,2,3,1,0,1,5,0,
22160,22880,44.3232547279944,143296.0,248205.0,825,85,2.0,14.13,24,0.16,2,4,1,1,1,5,0,
22161,22881,44.3232547279944,67570.0,76759.0,675,94,1.0,24.2,60,0.48,1,4,3,1,0,4,1,
